date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:54	4298/4298	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:43%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.29.2	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-divider.min2801.css	(from https://rajbarcode.com/)
11:22:54	244/244	---M--	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:44%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?ver=3.29.2	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min2801.css	(from https://rajbarcode.com/)
11:22:55	793/793	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:43%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.29.2	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-counter.min2801.css	(from https://rajbarcode.com/)
11:22:55	254/254	---M--	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:43%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.29.2	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-image.min2801.css	(from https://rajbarcode.com/)
11:22:56	102729/102729	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Jun%202025%2011:55:07%20GMT	https://rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=3.21.7	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit4ecf.css	(from https://rajbarcode.com/)
11:22:56	38228/38228	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Jun%202025%2011:55:07%20GMT	https://rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helper.css?ver=5.11.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helperbb69.css	(from https://rajbarcode.com/)
11:22:56	2395/2395	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Jun%202025%2011:55:07%20GMT	https://rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-toggle.css?ver=5.11.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-togglebb69.css	(from https://rajbarcode.com/)
11:22:56	16471/16471	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:44%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://rajbarcode.com/)
11:22:56	9329/9329	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Jun%202025%2011:55:07%20GMT	https://rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-font.css?ver=5.11.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-fontbb69.css	(from https://rajbarcode.com/)
11:22:57	1053/1053	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Jun%202025%2011:55:07%20GMT	https://rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-static-carousel.css?ver=5.11.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-static-carouselbb69.css	(from https://rajbarcode.com/)
11:22:57	10062/10062	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Dec%202025%2016:58:03%20GMT	https://rajbarcode.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min.css?ver=1765213083	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min061a.css	(from https://rajbarcode.com/)
11:22:57	5486/5486	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:43%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.29.2	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min2801.css	(from https://rajbarcode.com/)
11:22:58	382/382	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:43%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.29.2	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min2801.css	(from https://rajbarcode.com/)
11:22:58	79630/79630	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Dec%202025%2017:05:40%20GMT	https://rajbarcode.com/wp-content/uploads/elementor/css/post-15114.css?ver=1765213540	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/uploads/elementor/css/post-15114754a.css	(from https://rajbarcode.com/)
11:22:59	30347/30347	---M-Z	200	added ('OK')	text/css	date:Sat,%2006%20Dec%202025%2008:21:19%20GMT	https://rajbarcode.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.7.7	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsiveac9e.css	(from https://rajbarcode.com/)
11:22:59	466167/466167	---M-Z	200	added ('OK')	text/css	date:Sat,%2006%20Dec%202025%2008:21:19%20GMT	https://rajbarcode.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.7.7	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesac9e.css	(from https://rajbarcode.com/)
11:23:00	10301/10301	---M-Z	200	added ('OK')	text/css	date:Mon,%2008%20Dec%202025%2016:58:03%20GMT	https://rajbarcode.com/wp-content/uploads/elementor/css/custom-widget-icon-list.min.css?ver=1765213083	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/uploads/elementor/css/custom-widget-icon-list.min061a.css	(from https://rajbarcode.com/)
11:23:00	37611/37611	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:20:44%20GMT	https://rajbarcode.com/wp-content/uploads/elementor/google-fonts/css/rubik.css?ver=1750252844	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/uploads/elementor/google-fonts/css/rubik3ba6.css	(from https://rajbarcode.com/)
11:23:01	103518/103518	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:20:52%20GMT	https://rajbarcode.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1750252852	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/uploads/elementor/google-fonts/css/robotoe290.css	(from https://rajbarcode.com/)
11:23:01	23436/23436	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:20:58%20GMT	https://rajbarcode.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1750252858	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/uploads/elementor/google-fonts/css/robotoslabf061.css	(from https://rajbarcode.com/)
11:23:01	58071/58071	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:44%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://rajbarcode.com/)
11:23:02	675/675	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:44%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://rajbarcode.com/)
11:23:02	82586/82586	---M-Z	200	added ('OK')	text/css	date:Sat,%2006%20Dec%202025%2008:21:19%20GMT	https://rajbarcode.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.7.7	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsac9e.css	(from https://rajbarcode.com/)
11:23:02	669/669	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:44%20GMT	https://rajbarcode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://rajbarcode.com/)
11:23:03	96408/96408	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Jun%202025%2013:19:19%20GMT	https://rajbarcode.com/wp-content/plugins/exclusive-addons-for-elementor/assets/fonts/remix-icon/remixicon.min.css?ver=2.7.9.4	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/exclusive-addons-for-elementor/assets/fonts/remix-icon/remixicon.min07cb.css	(from https://rajbarcode.com/)
11:23:03	11925/11925	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20May%202026%2000:14:30%20GMT	https://rajbarcode.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.min.js?ver=10.2.0	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.minf855.js	(from https://rajbarcode.com/)
11:23:03	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Nov%202023%2021:59:22%20GMT	https://rajbarcode.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://rajbarcode.com/)
11:23:04	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2004:51:44%20GMT	https://rajbarcode.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://rajbarcode.com/)
11:23:04	21257/21257	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/popper.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/popper.min5936.js	(from https://rajbarcode.com/)
11:23:04	78080/78080	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/bootstrap.bundle.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/bootstrap.bundle.min5936.js	(from https://rajbarcode.com/)
11:23:04	5931/5931	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.meanmenu.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.meanmenu5936.js	(from https://rajbarcode.com/)
11:23:05	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/wow.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/wow.min5936.js	(from https://rajbarcode.com/)
11:23:05	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/owl.carousel.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/owl.carousel.min5936.js	(from https://rajbarcode.com/)
11:23:05	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.magnific-popup.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.magnific-popup.min5936.js	(from https://rajbarcode.com/)
11:23:06	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.nice-select.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.nice-select.min5936.js	(from https://rajbarcode.com/)
11:23:06	13221/13221	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/parallax.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/parallax.min5936.js	(from https://rajbarcode.com/)
11:23:06	1830/1830	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.appear.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/jquery.appear.min5936.js	(from https://rajbarcode.com/)
11:23:06	3291/3291	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Aug%202023%2007:36:27%20GMT	https://rajbarcode.com/wp-content/themes/vaximo/assets/js/ofi.min.js?ver=1783403563	C:/Users/iladh/OneDrive/Desktop/raj/raj-barcode/rajbarcode.com/wp-content/themes/vaximo/assets/js/ofi.min5936.js	(from https://rajbarcode.com/)
